,core,peri,log2fc,pvalue
PPME1,0.115598959087364,0.012627580588392,0.102971378498973,0.000241132270989
QTRT1,0.108759849937605,0.00577092138611,0.102988928551495,9.66E-05
SASH1,0.111570785561149,0.008559222077443,0.103011563483707,0.000130494519006
WHAMM,0.169709740845911,0.066691602420094,0.103018138425817,0.007285128923858
CBX5,0.124092252672828,0.021053205138046,0.103039047534782,0.000941264725439
RHOU,0.138981929844398,0.035935433946707,0.103046495897691,0.001882025587923
YY1,0.332485819103855,0.229412968284385,0.10307285081947,0.089596466452513
TAX1BP3,0.177934465199281,0.074852466548879,0.103081998650402,0.009032662719103
DR1,0.231323458455963,0.128238874034516,0.103084584421446,0.031881298525697
BSG,0.657538891983405,0.554453970752578,0.103084921230827,0.226044220337371
CMPK2,0.108537119686013,0.005433043577065,0.103104076108949,5.57E-05
FAM160B2,0.114685108160931,0.011507490862891,0.10317761729804,0.000121834437447
NCBP3,0.176465654299465,0.073250655226155,0.103214999073311,0.008965952524077
GPR107,0.151769480980622,0.048526152502999,0.103243328477622,0.003150930534195
VGLL4,0.109190174588058,0.005909185394371,0.103280989193687,9.76E-05
ERO1B,0.135862714311715,0.03255066169063,0.103312052621085,0.001190166715699
RETREG2,0.178580535521444,0.075189760588828,0.103390774932615,0.009366273636129
PPP1R14A,0.178462824752631,0.075069231388018,0.103393593364613,0.013557238392447
LARP7,0.170856539809075,0.067439667610827,0.103416872198249,0.006666051010715
LANCL2,0.115438288593831,0.011995960518741,0.103442328075091,0.000419864173991
PSMA4,0.259525373701804,0.156071579488075,0.103453794213729,0.04808945642187
ZNF407,0.124366654323352,0.020885972942824,0.103480681380528,0.0004984565774
SMARCD1,0.149057507651615,0.045561433458081,0.103496074193534,0.003327244153255
DHDDS,0.12227051012512,0.018702878326249,0.103567631798871,0.00030888927167
RAMP1,0.169422986290496,0.065850322563866,0.10357266372663,0.007581487686015
TRIM56,0.183339991392779,0.079735779204396,0.103604212188383,0.009697776319975
DCAF6,0.230350391151356,0.126737174207514,0.103613216943841,0.023019514184067
ISOC2,0.130470603154094,0.026839982889146,0.103630620264948,0.000805332932227
EBLN3P,0.187920431569021,0.084272190324562,0.103648241244459,0.011704467988947
TNFAIP8,0.170231777300219,0.066555725761041,0.103676051539178,0.007926101176038
TLE4,0.295482195359959,0.191799210341913,0.103682985018045,0.06648760875612
ATG5,0.153420966422477,0.049712399492979,0.103708566929498,0.003447746706631
CNOT10,0.120681902314995,0.016964080506075,0.103717821808919,0.000303849714945
TNFAIP8L3,0.134487253058212,0.030752963857943,0.103734289200268,0.001110215150153
FAM110B,0.103754971332043,0,0.103754971332043,2.30E-05
NEK6,0.236946579930459,0.133170842207418,0.103775737723041,0.032795892247299
LZTS2,0.115531251573652,0.011744478033867,0.103786773539784,0.0001262245018
POLR2H,0.127059561596399,0.023251331762332,0.103808229834067,0.000411350664092
ZNF621,0.109527499200515,0.005691472665981,0.103836026534534,5.51E-05
DOT1L,0.14333721944348,0.039492397425267,0.103844822018213,0.001859173401834
HERC5,0.136979783766223,0.033134125027652,0.103845658738571,0.001292208139297
ATR,0.141602734110048,0.037721641804854,0.103881092305194,0.001507268880443
BDH2,0.109900147296511,0.005969693462985,0.103930453833527,5.84E-05
BCL2L11,0.139195121019433,0.035246903776589,0.103948217242844,0.001347090636447
MRPL55,0.196143068742174,0.092192224215112,0.103950844527062,0.015745875301499
WASHC3,0.19582726249257,0.091828189970237,0.103999072522332,0.014250828659343
BCCIP,0.129825522058538,0.025802825498324,0.104022696560214,0.000684338775015
TIAM1,0.183481012745244,0.079428980458523,0.104052032286721,0.007679174619062
SGSM3,0.128863730596885,0.024748748286706,0.104114982310179,0.000543313673071
TOPBP1,0.122076602195475,0.017933366586894,0.104143235608581,0.000386830209434
CBFA2T2,0.110209509470983,0.006057869610647,0.104151639860337,5.95E-05
SMIM19,0.151434120363382,0.047258310716954,0.104175809646428,0.00307403203408
SNRPB2,0.238029027157318,0.133820137610204,0.104208889547113,0.031176978955733
UAP1,0.116002256654367,0.011765916340786,0.104236340313581,0.000126229988351
CNOT11,0.117598413927803,0.013272046264444,0.104326367663359,0.000194823607209
IL1A,0.11758201285661,0.013252539059207,0.104329473797403,0.000263126226234
SGPL1,0.104341425157926,0,0.104341425157926,2.15E-05
DENND1C,0.150277482070075,0.045929140094157,0.104348341975918,0.002654034578681
PUM3,0.104376271142339,0,0.104376271142339,2.23E-05
TCOF1,0.137242922195765,0.032863379532873,0.104379542662892,0.001152018400107
PER3,0.111787527897355,0.007391692243222,0.104395835654133,9.45E-05
MRPL13,0.132585034562645,0.028170874858851,0.104414159703794,0.001000966529829
TMEM175,0.157113756369497,0.052693621772007,0.104420134597491,0.003721597773541
SPPL2B,0.104445228097403,0,0.104445228097403,2.24E-05
LYRM2,0.134825887480887,0.030357176411606,0.104468711069281,0.000786968097618
CHD8,0.196184095082353,0.091710730706753,0.1044733643756,0.014186913958587
ZNF664,0.104480347407529,0,0.104480347407529,4.47E-05
ZC3H18,0.180415700851872,0.075914056763026,0.104501644088846,0.009201430601503
IQCE,0.104515201278927,0,0.104515201278927,4.16E-05
INTS6L,0.116448522673037,0.01189541468451,0.104553107988527,0.000130642068418
CD46,0.508934957299396,0.404378117583222,0.104556839716174,0.169532129247053
SOS2,0.330082883728897,0.225463118285965,0.104619765442932,0.08490539129293
SLC43A3,0.117812575772922,0.013168218588881,0.104644357184041,0.000178265935257
METTL15,0.110430810384656,0.00577092138611,0.104659888998546,5.48E-05
TWISTNB,0.132108160248935,0.027428871772444,0.104679288476492,0.000856327147312
TRMT1L,0.145036346848323,0.040344195596465,0.104692151251858,0.002045382178817
GALC,0.146677724227774,0.041959879644692,0.104717844583082,0.002407088296057
STYX,0.13191575694208,0.027141743512189,0.104774013429891,0.001034273556113
AIMP2,0.122497255112658,0.017716698390818,0.10478055672184,0.000242206433299
HINT2,0.149060537927587,0.044260419047416,0.104800118880171,0.002219337307295
MPC1,0.197023949563005,0.092219842339473,0.104804107223533,0.012919882541497
LAMP2,0.642585877713172,0.537768138085985,0.104817739627188,0.234458892415771
PITPNB,0.164225389766069,0.059388426767147,0.104836962998922,0.004355082619168
PKN2,0.489487929984821,0.384562923977702,0.104925006007119,0.162509785697188
UBE2E2,0.183537500462875,0.078611999304455,0.10492550115842,0.008550373202417
FEZ1,0.141906336506278,0.036955694681998,0.10495064182428,0.002975347316593
SNRPE,0.214616310352269,0.109613179266856,0.105003131085413,0.019392778355218
LEPROT,0.236782514954966,0.131775205309199,0.105007309645767,0.03130304427973
VHL,0.167083979669991,0.062063112250726,0.105020867419265,0.004675629155914
EBI3,0.201126037876594,0.09610171098321,0.105024326893384,0.012155395483335
ATP6V1D,0.255046522008862,0.149982343967895,0.105064178040967,0.041353638701203
TMEM208,0.175701127769516,0.070634486235787,0.105066641533729,0.007944778806191
GLB1,0.160342878693622,0.05527416450959,0.105068714184032,0.003985344426668
HPS4,0.128521606910008,0.023441836067444,0.105079770842565,0.000418878706629
INO80,0.130730018247558,0.025647749384798,0.10508226886276,0.000603292890304
SMYD3,0.110694803071384,0.005587893847657,0.105106909223727,5.20E-05
UTP23,0.137404128595905,0.032276890521828,0.105127238074077,0.001410959677504
WARS,0.169031416666637,0.063870672280631,0.105160744386005,0.006140417259624
RNF31,0.111292657490149,0.006105460669491,0.105187196820658,6.62E-05
NFYC,0.268162093808433,0.16295321011535,0.105208883693083,0.047526983823858
ARMC8,0.158767536479205,0.05354301718374,0.105224519295465,0.003915389475435
SLC7A1,0.105262874637047,0,0.105262874637047,2.14E-05
QRICH1,0.154846744505449,0.049576017978708,0.105270726526741,0.002669642923933
BOLA3,0.122739699260671,0.017384896393664,0.105354802867007,0.000326427588505
CHID1,0.141785774379063,0.036429344696429,0.105356429682634,0.001220156574205
HDAC8,0.111461901370378,0.006105460669491,0.105356440700887,6.48E-05
PLD2,0.135153990033649,0.029796932856336,0.105357057177312,0.000700298856591
TNKS,0.142512047434278,0.036920515600125,0.105591531834153,0.001266054557387
SUSD3,0.177582809536841,0.071942850358093,0.105639959178748,0.006715019551072
ODF2,0.119861071955301,0.014215891744587,0.105645180210713,0.00023413336374
CPNE2,0.189065625648057,0.083375627654849,0.105689997993208,0.011106474354083
MRPL15,0.134954713032741,0.029262576312244,0.105692136720497,0.000848676362544
APOBEC3G,0.129575808233936,0.023875328193196,0.10570048004074,0.000436022211533
NBPF1,0.123125539426459,0.017369624013695,0.105755915412763,0.000224283130031
MAP1LC3B,1.41852583584877,1.3127583578222,0.105767478026572,0.413637226903728
SLC2A13,0.124883901102242,0.019088557162443,0.105795343939799,0.00032311309193
INTS3,0.146707138254766,0.040774640500721,0.105932497754045,0.001663512822972
DEXI,0.136215899643933,0.030249228973099,0.105966670670834,0.000764933544442
RBBP8,0.134499753292053,0.028525601614206,0.105974151677847,0.000751886260481
SLC7A6,0.129689450676586,0.023682861149966,0.106006589526621,0.000409933952863
KDM5A,0.333034775792398,0.227009472035328,0.106025303757071,0.078256593595178
PSMD13,0.249286182863618,0.143213348374279,0.106072834489339,0.031540064037466
DNAJC4,0.263651158746129,0.157572968249514,0.106078190496615,0.038971540478513
SPTBN1,0.1884937516222,0.082335279592554,0.106158472029645,0.013259690793807
SNRNP40,0.112139833755241,0.005969693462985,0.106170140292257,6.03E-05
NECTIN2,0.138572771483659,0.032356265348334,0.106216506135325,0.001051265699477
GALM,0.124373913270783,0.01813355932755,0.106240353943233,0.000274524231985
FNBP1L,0.129902464527402,0.023653532612965,0.106248931914436,0.000433459411052
SPATA7,0.113983776889393,0.007717782262333,0.10626599462706,9.71E-05
IMP4,0.156129404503841,0.049767346888359,0.106362057615481,0.002587093225187
TINF2,0.234912498934966,0.12853210036831,0.106380398566656,0.027126912314874
CNOT6L,0.151084859310415,0.044635362864334,0.106449496446081,0.002515343823286
PAPSS2,0.112428366193608,0.005962606957371,0.106465759236236,5.74E-05
PI4KB,0.163950694931303,0.057403226323471,0.106547468607832,0.003881552317235
PCMTD2,0.130860528625874,0.024271324288693,0.10658920433718,0.000635637001433
ANAPC4,0.131232421939779,0.024621137821782,0.106611284117997,0.000497179741256
DUSP16,0.120301926667652,0.013665541485763,0.106636385181889,0.000288311445638
DOK2,0.119452914735212,0.012785569763408,0.106667344971804,0.000152836768203
RAD21,0.465687355449501,0.358990005241596,0.106697350207905,0.144081885880155
AHCYL2,0.13421364021746,0.027515675995449,0.106697964222011,0.000801334773546
ZNHIT1,0.322522839035581,0.215541284796847,0.106981554238734,0.069080054162178
ANKDD1A,0.118838928434248,0.01185119223181,0.106987736202438,0.000118923330874
SLC4A1AP,0.132009666341657,0.025017260490553,0.106992405851103,0.000519647137614
CREBBP,0.439965647001841,0.332938924131016,0.107026722870826,0.134138971441921
ZNF431,0.146566834013828,0.039512241420496,0.107054592593332,0.001339141650092
KLHL15,0.122725733633475,0.015668462698772,0.107057270934703,0.000219339519777
UNC5B,0.155849769476795,0.048761398145501,0.107088371331294,0.001897562854483
CDC14A,0.112182704524894,0.00507744937139,0.107105255153504,4.65E-05
KCNQ1,0.180734012557299,0.073577125332063,0.107156887225236,0.006999519200293
ABCD4,0.143932020172,0.036731257655032,0.107200762516968,0.000917053668919
PSPC1,0.144686487430339,0.037479463007103,0.107207024423236,0.001591462831003
INTS1,0.141709091284574,0.034490818225501,0.107218273059073,0.001062879657199
IMP3,0.164503603826448,0.05728378497393,0.107219818852518,0.003811758286645
IL2RA,0.107276562427572,0,0.107276562427572,2.19E-05
KDM1B,0.166275163629358,0.058955426334497,0.107319737294861,0.00433217461918
LMO2,0.318191682115139,0.210870398358062,0.107321283757077,0.058631564613842
TIMM8B,0.240414435443727,0.132979143604926,0.107435291838801,0.02689712479171
TEX264,0.165264490287458,0.05772135307734,0.107543137210118,0.003933870885987
GTPBP6,0.127146338143142,0.019573352754493,0.107572985388649,0.000247883831818
GSDMD,0.191882164279514,0.084259515732131,0.107622648547383,0.009747062507268
PES1,0.13261131178624,0.024940724368789,0.107670587417451,0.00049808841499
ITPRID2,0.265818105305528,0.158090115669145,0.107727989636383,0.040238725898214
TGIF2,0.119923400640805,0.012179634778099,0.107743765862706,0.000137378142714
WDR26,0.349310550876707,0.241553206568989,0.107757344307718,0.077075192173084
TSC2,0.130408104358332,0.0226307656214,0.107777338736932,0.000333281481444
TANC1,0.128079481798346,0.020278898902539,0.107800582895807,0.000399524319662
PTPN12,0.513636681347478,0.405821237874161,0.107815443473317,0.167894346385583
TRAPPC6A,0.138335841433068,0.030503367759561,0.107832473673507,0.000726536131642
LRRC58,0.141196879477553,0.033331477824796,0.107865401652757,0.000883559430633
PPP3CB,0.18065331620216,0.072769425557614,0.107883890644545,0.006469710943467
NAA10,0.193888539005755,0.085973747158709,0.107914791847046,0.009831191805903
CLSTN1,0.143569651806427,0.035618415989607,0.107951235816819,0.000757943635601
ESF1,0.125669052186626,0.01771488349641,0.107954168690216,0.000236516514444
MTIF3,0.238215849878987,0.130191358014435,0.108024491864552,0.026703695335793
LIMA1,0.114010147720553,0.005949295916771,0.108060851803782,0.000103148155421
YIPF4,0.226482759233473,0.11834517573408,0.108137583499392,0.018772643285076
SRP72,0.154667407433207,0.046514768673371,0.108152638759836,0.002047542387409
COPZ1,0.181774378775639,0.073602423577778,0.108171955197861,0.006180250184128
RABL6,0.190275946143632,0.082098684422827,0.108177261720805,0.008486276036804
TMEM18,0.161468220277914,0.053235766319242,0.108232453958673,0.002487629085327
CBL,0.260996992346894,0.152762345443249,0.108234646903645,0.03634191596309
DHX38,0.14237654202089,0.034111980630035,0.108264561390855,0.001190713292777
ORMDL2,0.214986415586576,0.106695082924928,0.108291332661648,0.01730313803688
TFCP2,0.108313880328137,0,0.108313880328137,2.39E-05
CMTR1,0.108437303418407,0,0.108437303418407,2.38E-05
MLLT6,0.155537148155212,0.04709031630525,0.108446831849963,0.002146206701141
ODF3B,0.271405215216786,0.162955730266664,0.108449484950121,0.040910387853746
SEH1L,0.115870008433171,0.007409377655322,0.108460630777849,5.54E-05
VRK2,0.130367076673667,0.021898457644334,0.108468619029332,0.000381836663238
HARS,0.120378945035612,0.011895261987836,0.108483683047776,8.13E-05
ZNF37A,0.129108091057581,0.020621544019813,0.108486547037768,0.000297038381015
LHPP,0.140967609401872,0.032431217789971,0.108536391611902,0.000983011176236
AFG3L2,0.134715882679609,0.026142497007607,0.108573385672002,0.000455840230328
ZNF593,0.153859142149436,0.04528077839611,0.108578363753326,0.001716566088664
USP48,0.174034933461227,0.065417714096224,0.108617219365003,0.005287030995417
GCLM,0.173099699416759,0.064462870646153,0.108636828770605,0.005548592457064
COMMD5,0.190715748325874,0.082068642336181,0.108647105989693,0.00811284369654
PIP5K1C,0.121127065569238,0.012432881195184,0.108694184374053,0.000135915663049
G3BP2,0.278145381923549,0.169419115687288,0.108726266236262,0.037180991473661
ENO2,0.126263466147766,0.017531203422849,0.108732262724917,0.000214232527316
CNPY3,0.936052206967075,0.827319773626652,0.108732433340423,0.295553552767357
ABHD2,0.304423164144788,0.195662091400333,0.108761072744455,0.057093498529165
PIK3CA,0.14932779410726,0.040512834573517,0.108814959533743,0.001446179638846
DERA,0.159374058018188,0.05053897761141,0.108835080406778,0.002108945572438
SMAD5,0.143406591167483,0.03455283012241,0.108853761045073,0.000808829452534
RAP2A,0.181412313059712,0.072494782111068,0.108917530948645,0.004890916399906
SOX4,0.151995420242633,0.043041185719942,0.108954234522691,0.001899386828615
TUBGCP3,0.157131784059723,0.048148653874477,0.108983130185246,0.002046151229073
ARHGAP17,0.157761673080244,0.048773125495425,0.108988547584819,0.002558698106428
MAT2B,0.242229979797942,0.133174122763302,0.10905585703464,0.025772254104507
TATDN2,0.123469260508669,0.014398159953555,0.109071100555114,0.000147414708371
NET1,0.142338650298349,0.033219898523795,0.109118751774554,0.001023201863418
CYP4V2,0.120787174549409,0.011658707181298,0.109128467368111,7.45E-05
DGKZ,0.253420368121727,0.144193146597945,0.109227221523783,0.030679671501151
CRELD2,0.127095455406148,0.017854844224289,0.109240611181859,0.000225477712286
SNX19,0.115587379480857,0.006344431166158,0.109242948314699,6.63E-05
UTP6,0.168666469173738,0.059343944997394,0.109322524176344,0.003169387991202
RYBP,0.263853349709778,0.154497664422737,0.109355685287041,0.040812406186505
THUMPD3,0.128327010680515,0.018955743504014,0.109371267176501,0.000281486122173
ITCH,0.232372378497343,0.122992386652205,0.109379991845138,0.019906479424988
SYK,0.727856416318664,0.61845708890521,0.109399327413454,0.238798647314795
TRIM33,0.20728164785171,0.097838961426382,0.109442686425328,0.012280773296441
TOB2,0.1846955976926,0.075237552859086,0.109458044833514,0.005725031828378
NUP85,0.121084450530661,0.011594632027953,0.109489818502708,0.00010831961362
AGPAT1,0.20021782263728,0.090725332053149,0.109492490584131,0.01182601131914
PRPF4,0.14807389990465,0.03856361138676,0.109510288517891,0.001122653442879
MAML1,0.168011854145716,0.058471148279429,0.109540705866287,0.003779817548675
PLOD2,0.109550810877688,0,0.109550810877688,2.27E-05
DOP1B,0.176297251921064,0.066714736371862,0.109582515549202,0.005003058434726
CEP85L,0.156278987431145,0.046625651444423,0.109653335986722,0.001952360496063
FBXO38,0.144840283217749,0.03517689514657,0.109663388071179,0.001325332295597
ERCC6,0.155255895898647,0.045550762879553,0.109705133019094,0.001429747596415
BICD1,0.133098027317525,0.023389182615662,0.109708844701864,0.000360384565141
PPWD1,0.12997479863828,0.020254524062805,0.109720274575476,0.000275968469298
TEX10,0.115382816699448,0.005635973598749,0.109746843100699,3.11E-05
SHFL,0.178129909489952,0.068352953494855,0.109776955995097,0.004842808270881
HIST2H2BF,0.202327882890999,0.092537711128941,0.109790171762059,0.013878627821088
ATIC,0.12091681236973,0.011112996396414,0.109803815973316,6.41E-05
ZNF12,0.14205752241952,0.032235373661654,0.109822148757866,0.000902522246259
ZNF433-AS1,0.121580760172689,0.011699418095081,0.109881342077609,0.000110906246925
KANSL2,0.121853962759713,0.011968403672486,0.109885559087227,8.36E-05
CHCHD5,0.195979134303914,0.086068859260875,0.109910275043039,0.009831111958658
CYP51A1,0.127177835300904,0.017240253535277,0.109937581765627,0.000198905035289
ADSL,0.132514380274906,0.022569366932438,0.109945013342468,0.000227707172708
MRPS15,0.183631810919648,0.073681285046139,0.10995052587351,0.004898462681999
TMEM87A,0.148629309286895,0.038639333514752,0.109989975772143,0.001338438942053
DEGS1,0.225397996729339,0.115343145264916,0.110054851464423,0.016362721105804
PICK1,0.137145598563826,0.027086197594939,0.110059400968887,0.000393513892992
NELFCD,0.12728904940417,0.017216897137711,0.110072152266459,0.000139548066246
FUCA2,0.168563541048746,0.058423482207627,0.110140058841119,0.002367179316628
ADCY3,0.115917766270881,0.00577092138611,0.110146844884771,3.31E-05
CARD19,0.296133299549348,0.185967110783062,0.110166188766287,0.051705054487348
EIF4EBP3,0.202385815887065,0.092087510246321,0.110298305640744,0.012180850210368
NAGA,0.175696137479048,0.065356865732124,0.110339271746925,0.003342063231228
TTN-AS1,0.153065761856608,0.042681634154115,0.110384127702492,0.001777423758688
SEPTIN11,0.136679920725788,0.026233097867893,0.110446822857895,0.000429353735412
IFNLR1,0.110452622477232,0,0.110452622477232,1.30E-05
MRPL4,0.151624344618247,0.04116621415883,0.110458130459418,0.000963759551858
TTC38,0.13097664876451,0.020490797973299,0.110485850791212,0.000268938676942
MCM3AP,0.171585268313711,0.061092381504141,0.110492886809571,0.003008416748522
HIC2,0.117939262466141,0.007423782615058,0.110515479851082,5.34E-05
SOGA1,0.129505395457338,0.018974232903766,0.110531162553572,0.000203258225993
CHP1,0.293019335357097,0.182476274447657,0.11054306090944,0.046836677876816
CAMKK1,0.124785522642926,0.014225497065912,0.110560025577014,0.000147264198386
CPE,0.116728155953334,0.006117136506562,0.110611019446771,0.000149321954864
HOMER3,0.198164252676533,0.087552685867196,0.110611566809337,0.007063031967189
CCT7,0.227428802429161,0.116696284915738,0.110732517513423,0.017021991569254
PITHD1,0.239999205140473,0.129248649956194,0.110750555184279,0.017045388928634
PDCD4,0.364192557357498,0.253441356704805,0.110751200652693,0.075434958660265
FGFR1,0.110787305564277,0,0.110787305564277,1.27E-05
PRKCH,0.1749306581337,0.06406370209067,0.11086695604303,0.003783438044315
RFTN1,0.139412105801358,0.028526882923893,0.110885222877464,0.000493541717786
RCAN1,0.126764250153793,0.015783977094877,0.110980273058916,0.000202132124633
SLAIN2,0.263824081211611,0.152821951122576,0.111002130089036,0.032919779368715
DUSP28,0.145015157560303,0.033972091230896,0.111043066329407,0.000846111659632
SEPTIN10,0.125317751687606,0.014250643559326,0.11106710812828,0.000145876017942
RASA2,0.28837066394207,0.177287232218153,0.111083431723916,0.04423810441369
ZNF326,0.156937386748958,0.045810159296722,0.111127227452236,0.001678736784876
TTBK2,0.130763053287699,0.019629590528335,0.111133462759364,0.000232624887054
TRAPPC11,0.16695762096977,0.055766587485112,0.111191033484657,0.002842257905518
ALG2,0.117109926474746,0.005909185394371,0.111200741080375,3.31E-05
ZDHHC6,0.150315846102121,0.03910790202393,0.111207944078191,0.001096847113004
SIAH2,0.420832377457733,0.309599533236627,0.111232844221106,0.094959713724056
HACD3,0.116650267058595,0.005397550021464,0.111252717037131,5.03E-05
DOCK7,0.117149354686085,0.005887513937559,0.111261840748527,3.46E-05
TGS1,0.146344828704983,0.035073975313639,0.111270853391344,0.001002519241573
NTMT1,0.118772316739325,0.007491645481199,0.111280671258126,5.80E-05
TMEM170A,0.157438078504079,0.046146566266309,0.11129151223777,0.001731481652701
SZT2,0.153105664471056,0.041766573761994,0.111339090709062,0.001260534868772
GRAMD4,0.117467309435454,0.006128117022808,0.111339192412647,3.59E-05
TRIM73,0.111384989631853,0,0.111384989631853,1.41E-05
NARS,0.163442699345215,0.051994547697173,0.111448151648042,0.002234925468309
MAGED1,0.119220755366192,0.007743375812279,0.111477379553912,0.000105631046544
FAH,0.143201751704279,0.031650826689755,0.111550925014524,0.000460697917773
KPNA1,0.184931522643508,0.073290863805127,0.111640658838382,0.00571069235467
KLHDC3,0.164359984288156,0.052718163329236,0.111641820958919,0.002426031336741
CCDC82,0.203803859767702,0.092129913496535,0.111673946271167,0.009773924904946
UBXN7,0.170319847210555,0.058628310604766,0.11169153660579,0.00355298946727
ELK3,0.18029994775776,0.068582436596399,0.111717511161362,0.004578526350548
ZNF618,0.146378873386763,0.034625231315211,0.111753642071552,0.0005676016017
RNF138,0.182715451107868,0.070959714384243,0.111755736723625,0.004848534338038
AC005332.4,0.117247232517882,0.005458719806651,0.111788512711231,2.99E-05
DHRSX,0.166929111266898,0.055131264123744,0.111797847143154,0.002989649536463
KIAA2026,0.188333968154494,0.076494281110297,0.111839687044197,0.006219574816925
ANKRD17,0.249501624585012,0.137636955567186,0.111864669017827,0.023987856201484
KIF16B,0.117515536466278,0.00560379081756,0.111911745648718,3.06E-05
MICU2,0.192263751643034,0.080299751810155,0.111963999832879,0.007088707669742
DKC1,0.125362335514643,0.01339001762568,0.111972317888963,0.000110016702362
ACBD3,0.228503043380717,0.116523084733388,0.111979958647329,0.016058621186589
MTOR,0.124764645183567,0.012771222512636,0.111993422670931,9.82E-05
ATP13A1,0.137529580417779,0.025528853675193,0.112000726742586,0.000362198414021
PPP2R5E,0.164296626160393,0.052290445244698,0.112006180915695,0.002266001554161
HIPK1,0.395768327034743,0.283686330043346,0.112081996991397,0.090421569973714
GNL2,0.119020860907641,0.00690252000745,0.112118340900191,4.52E-05
STX18,0.126514687037224,0.014374144214854,0.112140542822369,0.000144394754271
RECQL,0.185512363923815,0.073345903742482,0.112166460181334,0.005585711505095
REST,0.167540903173455,0.055357293449618,0.112183609723837,0.002571387432024
PDCD2,0.177223564447233,0.065036817122022,0.112186747325211,0.003504037881674
FAM111A,0.17264946139847,0.060454061347636,0.112195400050834,0.002626093285953
USP11,0.187476994754109,0.075268477235391,0.112208517518718,0.00520331832434
KPNB1,0.574425752416869,0.462216368816124,0.112209383600746,0.169988166900415
ENTR1,0.117917743941094,0.005691472665981,0.112226271275113,5.19E-05
POLR2M,0.133032527576899,0.020755871851285,0.112276655725614,0.000270343380986
ARHGAP31,0.144542055194961,0.032250836028629,0.112291219166332,0.000499075747983
COG4,0.134283011770621,0.021902006171516,0.112381005599105,0.000257045626675
PDAP1,0.206844588607691,0.094320647209306,0.112523941398385,0.00819363979379
ILKAP,0.160497911454091,0.047951176584963,0.112546734869128,0.001175512144069
SRGAP3,0.13057920422622,0.018003041383145,0.112576162843075,0.000149225987706
FHOD1,0.151938021271688,0.039328566662921,0.112609454608767,0.000856547893492
AC037198.1,0.112628293525496,0,0.112628293525496,1.30E-05
RCN3,0.16907917450703,0.056424940376868,0.112654234130162,0.00278448457631
HYOU1,0.140339421758317,0.027641126115019,0.112698295643298,0.000383136929235
PRKAG2-AS1,0.145809228524237,0.033058831093183,0.112750397431055,0.000704566264151
GPATCH8,0.178511078148826,0.065703825177274,0.112807252971552,0.003079681071072
CLK4,0.225960454843366,0.113120296759393,0.112840158083973,0.014611211187855
EIF2B5,0.126804281868703,0.013962076723178,0.112842205145525,8.66E-05
SLC30A9,0.142074624263791,0.029211236628637,0.112863387635154,0.000492556139308
DYRK4,0.138337101695988,0.025399054421545,0.112938047274443,0.000335912072011
SIRT1,0.148377683870365,0.035398472404871,0.112979211465494,0.000803079927423
SRGAP2B,0.271000071250062,0.157964136845067,0.113035934404995,0.026865303889623
ATRN,0.139907333792725,0.026866797345226,0.1130405364475,0.000328989138308
FAAP20,0.375833405176468,0.262783727563285,0.113049677613183,0.076474245439814
ELOVL1,0.202322045897022,0.089258838523717,0.113063207373306,0.008011836810927
DUSP4,0.118696748891281,0.005619976925332,0.113076771965949,4.93E-05
PPA2,0.129980382130387,0.016868592338658,0.113111789791729,0.000169100567077
MCF2L,0.187505946656302,0.074311070632618,0.113194876023684,0.003959121958526
ANXA4,0.131994903194899,0.018746197288383,0.113248705906516,0.000176046664682
KIAA0319L,0.27351101103541,0.160160155608175,0.113350855427235,0.035060730402466
DHX30,0.137918589442534,0.024528733279469,0.113389856163065,0.000294773422147
YEATS2,0.139129370195465,0.025724445625277,0.113404924570189,0.000355782128026
C7orf50,0.149393946052622,0.035967965460755,0.113425980591867,0.00064981989685
SUMF2,0.188421406189083,0.07498970157527,0.113431704613813,0.004196846819304
TMBIM1,0.277453286716237,0.164011097889834,0.113442188826404,0.029960301322786
RASA3,0.155758450603842,0.042301673196895,0.113456777406947,0.000809291605189
DNAJC3,0.460953275719975,0.347461938456402,0.113491337263573,0.123535421406395
FAM13B,0.192126541036415,0.078607007208039,0.113519533828376,0.005999130585941
AMBRA1,0.113521235638637,0,0.113521235638637,1.44E-05
WDR60,0.120184455711212,0.00665635428999,0.113528101421222,2.62E-05
ZBTB25,0.134871969931635,0.021325511324928,0.113546458606707,0.000214457354504
EEF2K,0.113585715331701,0,0.113585715331701,1.41E-05
NUB1,0.228042429135358,0.114430272899781,0.113612156235577,0.014616501827867
ZNF76,0.119630087016304,0.005909185394371,0.113720901621933,3.31E-05
DDX41,0.142965963974529,0.029233736722582,0.113732227251946,0.000488208472869
PURB,0.204913900719216,0.091178075831024,0.113735824888192,0.009306416216237
AC010378.2,0.113737922489688,0,0.113737922489688,7.65E-06
KRR1,0.166674315408853,0.052845512184962,0.113828803223892,0.001866127610224
ICA1,0.12471149458539,0.010879215234826,0.113832279350565,6.02E-05
RAB14,0.35689786508375,0.243064401696717,0.113833463387033,0.065693469678383
POGLUT1,0.125499434083319,0.01165996134245,0.113839472740869,7.02E-05
TRIM24,0.127598980266486,0.013732311144429,0.113866669122056,0.000124406743849
PPP1CA,0.618057703079448,0.50418656084377,0.113871142235678,0.174154967938824
R3HDM1,0.139872904397316,0.025996351625204,0.113876552772112,0.000376399817064
