,core,peri,log2fc,pvalue
SAMD1,0.126819230180166,0.012934371095366,0.1138848590848,0.000102489284125
ACP2,0.120976844939207,0.007078789376681,0.113898055562525,2.96E-05
TSPAN33,0.168996060026998,0.055091455900222,0.113904604126776,0.001696611421274
CXXC5,0.146761284510045,0.032844253652181,0.113917030857864,0.000691071817194
SCD,0.177349762999559,0.063431927300649,0.11391783569891,0.00361919309463
KDSR,0.155851223121918,0.041908611214867,0.113942611907051,0.00114739960478
KCNK6,0.125296524411549,0.011244151149469,0.11405237326208,6.19E-05
COMMD2,0.16049308896662,0.046434445077556,0.114058643889065,0.001620144093474
CALD1,0.114080918925604,0,0.114080918925604,2.49E-05
STAG1,0.201807325238914,0.087715798482768,0.114091526756146,0.007668064674767
ST8SIA4,0.433498212237868,0.319393520036226,0.114104692201641,0.101222058858903
AFTPH,0.230585916210388,0.116475113350098,0.11411080286029,0.016734743545005
METTL22,0.161883721539945,0.047765260754008,0.114118460785937,0.001547793475915
MEA1,0.264816152664381,0.15068244929516,0.114133703369221,0.026401788757156
MLLT10,0.179896748276649,0.06576061428012,0.114136133996529,0.002860396069405
DDHD2,0.121652569643645,0.007487736916761,0.114164832726884,3.44E-05
NCBP2,0.159786834981901,0.045602016948135,0.114184818033766,0.001192901043129
MFN1,0.133061455095332,0.018860561367225,0.114200893728108,0.000176034585708
CEP68,0.145656582647484,0.031406644301734,0.11424993834575,0.000512198660997
MRPS25,0.138201815038153,0.023894607793768,0.114307207244384,0.000351219679571
PRDX5,0.917152381123559,0.802840946854541,0.114311434269018,0.264956986015381
IREB2,0.177635942619337,0.063271747180586,0.114364195438752,0.002646645350345
PYM1,0.140235698678933,0.025865218326447,0.114370480352486,0.000359342435112
NCOA4,0.640030124893721,0.525607697382748,0.114422427510973,0.174829712113239
PTPMT1,0.133484637734432,0.019037725473251,0.114446912261181,0.000183485164041
TRPM7,0.15729362380616,0.042790119902933,0.114503503903226,0.000825948608684
ATP11B,0.288626962279114,0.174117981977668,0.114508980301446,0.037910332942221
OFD1,0.221017306335928,0.106496648388134,0.114520657947794,0.009141894881882
ABCC3,0.120906855622522,0.006384305353485,0.114522550269037,3.95E-05
DCK,0.190002119997814,0.075407905188829,0.114594214808986,0.003785999474876
SIGLEC8,0.206533759607886,0.091931343981593,0.114602415626293,0.007143942700206
SH3GLB2,0.138575055287948,0.023972084932585,0.114602970355363,0.000190384790245
RB1CC1,0.356830937672815,0.242223883220055,0.114607054452761,0.065334505626913
EMC8,0.147415655057708,0.032738025153009,0.114677629904699,0.000491866226377
CCDC90B,0.138432937468308,0.023748578639185,0.114684358829123,0.000254363649037
VEZF1,0.183417210091835,0.068725453791413,0.114691756300422,0.004110857732931
TFDP1,0.187129740684208,0.07243488963896,0.114694851045248,0.004835985181648
THADA,0.128158370163575,0.013445294673314,0.114713075490261,7.33E-05
TM2D1,0.153485141156261,0.038764649582939,0.114720491573322,0.000740141245654
CD302,0.952099011605366,0.837324772343541,0.114774239261825,0.273768607082619
ATP10D,0.133921408784486,0.019034836767513,0.114886572016973,0.000125031198159
KCNQ1OT1,0.129206846105391,0.014308131671348,0.114898714434043,0.000129267856415
SERPINB8,0.114917313272477,0,0.114917313272477,2.47E-05
CPSF6,0.178915288601203,0.063986056138292,0.114929232462911,0.003204139578589
BRAF,0.216876795802361,0.101935107475011,0.114941688327349,0.011883962711435
GIGYF1,0.144344648785852,0.029396666837611,0.114947981948241,0.000481324262655
SPTSSA,0.158738466915947,0.043759122242142,0.114979344673805,0.000760777404433
EXOC7,0.1898369935595,0.074826841274769,0.115010152284731,0.004878130663572
CERK,0.193250423918453,0.078215418219906,0.115035005698546,0.005490684691858
HLTF,0.134798882716404,0.019721474863231,0.115077407853173,0.000203461489133
OTUD4,0.138792668576375,0.023681790895304,0.115110877681071,0.000168757666398
DNMT3A,0.155569776922947,0.040441285547554,0.115128491375393,0.00090639533565
STRADB,0.471538833432245,0.356406481265763,0.115132352166483,0.09139950463296
PLEKHF2,0.179058318581127,0.063915080935563,0.115143237645564,0.003660422107489
MALSU1,0.165661121500035,0.05049656380187,0.115164557698166,0.001982788983616
LTF,0.122752250241418,0.007449564411307,0.115302685830111,3.27E-05
KRCC1,0.2422985948038,0.126989822413287,0.115308772390513,0.016516551031095
ZCRB1,0.181146026835212,0.065739168545528,0.115406858289684,0.002722869200456
KIF22,0.123525517641718,0.008118608434823,0.115406909206895,6.62E-05
SMARCC2,0.198095529006326,0.082648351931886,0.115447177074439,0.005277078312633
GBE1,0.152247538722581,0.036769770240399,0.115477768482182,0.000663979939671
LEMD2,0.140994955204618,0.025474116857665,0.115520838346953,0.000239047831037
MRPS17,0.121657339446972,0.006052388198053,0.115604951248919,0.0001332457624
IWS1,0.183219451814984,0.06761433249309,0.115605119321894,0.00366619228213
APEH,0.134017635163892,0.018405533042828,0.115612102121064,0.000112316522358
GANAB,0.156604266454411,0.040987465963733,0.115616800490678,0.000808149406339
SRGAP2C,0.180901432378231,0.065277073207543,0.115624359170687,0.002578151600725
CHD3,0.152686697640405,0.037060992599405,0.115625705041,0.000561140733822
STIP1,0.179170628602991,0.063542307554102,0.115628321048888,0.002594434991185
MBD5,0.187656393136889,0.071939257584946,0.115717135551943,0.003891835983946
INAFM2,0.158702051314224,0.042980716492688,0.115721334821536,0.000808544313077
SUDS3,0.206534930286318,0.090775348451851,0.115759581834468,0.00714502022504
PDS5B,0.154391987314216,0.038593342417962,0.115798644896254,0.000883716912777
FAM120AOS,0.2091256729086,0.093308179788124,0.115817493120476,0.007943322696845
TSR2,0.164098465081848,0.048274522462768,0.11582394261908,0.001263760007307
MUS81,0.121864558788604,0.005984761134459,0.115879797654146,3.35E-05
ZNF83,0.133612187894088,0.017728450554582,0.115883737339507,8.97E-05
MARCH5,0.222092861261639,0.106143564928352,0.115949296333287,0.011862345025902
DPY30,0.249588834198312,0.13355298910926,0.116035845089052,0.019925839351898
CSNK2A2,0.164972453649784,0.048914772173032,0.116057681476752,0.001144506891652
COA1,0.193285446650163,0.077161512457799,0.116123934192364,0.004475611892042
BAG4,0.150044203727104,0.033919886757907,0.116124316969197,0.000562850643572
TM7SF3,0.136595353436478,0.020452615509695,0.116142737926783,0.000163968329299
NOTCH2NLC,0.143293518931919,0.027121859981734,0.116171658950185,0.000416744676012
CCRL2,0.11628134808474,0,0.11628134808474,7.63E-06
SLC31A1,0.144472384102176,0.028085655988614,0.116386728113562,0.000388787803936
TMEM126B,0.146881992142488,0.030485870112906,0.116396122029581,0.000406205954298
LMF2,0.140924686419089,0.024520875028008,0.116403811391081,0.000189873735846
NOSIP,0.376333575191471,0.259923498816804,0.116410076374667,0.06857260748486
ZNF787,0.165621056397709,0.049192044997205,0.116429011400504,0.001616167462444
SLC25A46,0.146427265529667,0.029962433979937,0.116464831549731,0.00038112519912
MARCO,0.116471941596888,0,0.116471941596888,7.63E-06
ZMYND11,0.161755884233639,0.045280352426688,0.116475531806951,0.001058594862067
ARID4B,0.495324603361586,0.37865932431293,0.116665279048656,0.119159740071102
RABGAP1,0.14976238797097,0.033057752725058,0.116704635245912,0.000482844056431
DTNBP1,0.130013868845681,0.013302268179025,0.116711600666655,0.00010012279137
LMO4,0.1642722694581,0.047558240199635,0.116714029258465,0.001369057040249
SLC23A2,0.141396203549649,0.024678697090358,0.116717506459292,0.00019330234811
COPRS,0.13922004670674,0.022454790045994,0.116765256660746,0.000176527369149
RBCK1,0.296736383711304,0.179914444378026,0.116821939333277,0.034636177871515
SNX7,0.122078153120029,0.005246836985578,0.11683131613445,2.88E-05
RNF19B,0.311515744873604,0.194672214234284,0.11684353063932,0.045043565490115
MAML3,0.245779418092041,0.128928663002257,0.116850755089784,0.016516061670222
KANSL3,0.129495190483287,0.012643017488662,0.116852172994625,3.86E-05
C2CD5,0.143508917303648,0.02664471493103,0.116864202372618,0.000222417959636
ARHGAP10,0.116910531873809,0,0.116910531873809,7.51E-06
PSEN1,0.276781620678249,0.159856249667028,0.116925371011221,0.030716870762006
AC239799.2,0.132290100541967,0.015360364584936,0.116929735957031,7.68E-05
EIF1B,0.688608052122602,0.57166659021219,0.116941461910412,0.183308242586995
GMDS-DT,0.149575962796874,0.032618804085551,0.116957158711324,0.000343435904372
DRAM1,0.167288220078981,0.050312427490078,0.116975792588902,0.001533361918256
FBXO42,0.152187425749611,0.035183494237335,0.117003931512276,0.000638883038352
CREB1,0.213980405887748,0.096942950852764,0.117037455034985,0.008452255220421
HEXIM1,0.184674445368292,0.067604204634578,0.117070240733714,0.003013828430508
IVD,0.167341381545999,0.050229868922539,0.11711151262346,0.001240345597561
PPARG,0.122870976801407,0.005691472665981,0.117179504135426,1.90E-05
PIGC,0.123316521353514,0.006110445884915,0.117206075468599,3.81E-05
GDE1,0.198423819029388,0.081203072128535,0.117220746900853,0.005100852605325
EFTUD2,0.143502344666294,0.02615669183295,0.117345652833344,0.000253812896618
PSMC2,0.14883476224079,0.031470499691874,0.117364262548916,0.000363735734563
UPF3B,0.12321104827082,0.005841984788612,0.117369063482208,3.38E-05
PTGES2,0.150712151694535,0.033322555773133,0.117389595921402,0.000386123735911
PSME3,0.199552257187634,0.082076981145148,0.117475276042487,0.004719576093857
STOML2,0.167270592334146,0.04971612501783,0.117554467316316,0.001189290142123
SUPT16H,0.194096049373524,0.076509848469463,0.117586200904061,0.003504530602285
GLYR1,0.211849726574803,0.094146900241267,0.117702826333536,0.007176825940734
LRIF1,0.133600319692969,0.015887975820573,0.117712343872396,0.000128011217988
ENTPD6,0.125157654423508,0.007427420462734,0.117730233960774,3.30E-05
MTUS1,0.210941005099251,0.093134216757317,0.117806788341934,0.007399072990087
CYB5D1,0.117840792377077,0,0.117840792377077,7.62E-06
ALDH9A1,0.195027234616694,0.077162106521604,0.11786512809509,0.00406541616164
TTLL3,0.16894970404056,0.051059753928506,0.117889950112054,0.001593862836847
HHEX,0.205865504466229,0.087891686551626,0.117973817914603,0.005945867075284
NMRAL1,0.144580975006493,0.026570822169272,0.118010152837221,0.000360719594565
OPA1,0.178538166792005,0.060500951290616,0.118037215501389,0.001762518900432
PRKACB,0.173976870326231,0.055887729589307,0.118089140736923,0.00183213773368
APC,0.235932511836827,0.117813879041213,0.118118632795614,0.014012597590979
KMO,0.124523702463336,0.006384305353485,0.11813939710985,2.36E-05
FEM1B,0.15292795793413,0.034759759987471,0.11816819794666,0.000361295608326
CCDC167,0.118188524278136,0,0.118188524278136,1.42E-05
NDUFV3,0.21011784146261,0.091906021418007,0.118211820044602,0.004590797825696
FDPS,0.181335476119969,0.063107633739034,0.118227842380935,0.002223440470716
FBXW7,0.232788991144723,0.114545893638193,0.11824309750653,0.012386235367041
IP6K2,0.171826166853616,0.053557526907565,0.118268639946051,0.002002688973777
RNF115,0.173874135177216,0.055584439144822,0.118289696032394,0.001466915481367
NPLOC4,0.162964236857419,0.044667411953503,0.118296824903916,0.000919038715505
PAPOLG,0.158412378770023,0.040102944681245,0.118309434088777,0.000626702902584
PSPH,0.124411536334534,0.006067345466055,0.118344190868479,2.27E-05
DDX54,0.124388642435698,0.006029270935499,0.118359371500199,2.08E-05
SMIM30,0.142623882413201,0.024254756450221,0.118369125962981,0.000178093466561
BUD23,0.152659011557152,0.034263175143031,0.11839583641412,0.0003287407595
U2AF1L4,0.138297715463305,0.019899667454341,0.118398048008964,9.95E-05
CTDSP2,0.316431561050507,0.198009793675361,0.118421767375146,0.0403486756038
IRF5,0.171629442263398,0.053184934214772,0.118444508048626,0.000989501536327
CNIH1,0.204429051247575,0.085965198352743,0.118463852894832,0.005308170171304
RALGAPB,0.144936136476385,0.026388079047059,0.118548057429326,0.000263784124422
COA5,0.177506781117794,0.058901357332928,0.118605423784866,0.002376669688891
MGP,0.125980241619632,0.007354814881155,0.118625426738477,5.03E-05
COPS5,0.212022234282845,0.093360543590088,0.118661690692756,0.00785229590901
RPAIN,0.17544028467124,0.056778581456609,0.118661703214631,0.001416476001847
MACO1,0.130724432691861,0.012012680859486,0.118711751832376,4.81E-05
FBRSL1,0.175857770372404,0.057136503484063,0.118721266888341,0.001683927774944
KIAA1109,0.239116305047597,0.12037666030112,0.118739644746477,0.012657749606443
ATP6V1E1,0.398359637481263,0.279550614491768,0.118809022989495,0.073025517059335
STK25,0.143635690215387,0.024796385276148,0.118839304939239,0.000184751153441
CAMSAP2,0.118859746502168,0,0.118859746502168,8.79E-06
DUSP5,0.137699345128165,0.018767899961862,0.118931445166303,0.000112116732353
B3GAT3,0.191691845583707,0.072601553127196,0.11909029245651,0.002780794895431
MSRB2,0.298974801606557,0.179879608225379,0.119095193381178,0.030727091364213
PCSK7,0.152522695208454,0.033412540630528,0.119110154577926,0.00035551084969
SCAMP4,0.191391855830827,0.07223308359513,0.119158772235696,0.003025206706494
ARRDC1,0.260243743599099,0.14105952442536,0.119184219173739,0.020330285399713
IBTK,0.165267944198667,0.046079627390366,0.119188316808301,0.000857394793165
SNW1,0.204211084139857,0.085016243476794,0.119194840663063,0.005174103655638
POLE3,0.167067566027649,0.0478399728325,0.119227593195149,0.001041691120763
RNF4,0.159021190373249,0.039721584913303,0.119299605459946,0.000732332146763
ITFG2,0.141786891398859,0.022478479169798,0.119308412229061,0.000116995310936
TOMM40,0.138593190360779,0.019210227828322,0.119382962532457,8.23E-05
RER1,0.324459204220937,0.20504584433397,0.119413359886967,0.043385073317545
ZNF124,0.145018157099462,0.025579639387717,0.119438517711745,0.00015993905767
MRPS10,0.131097249257689,0.011617804780689,0.119479444477,4.42E-05
MMGT1,0.19618251814278,0.076696787713238,0.119485730429542,0.004637055497843
ARHGAP35,0.163795142780975,0.044272214040172,0.119522928740803,0.000662385242478
BBX,0.241865050028566,0.122319638035448,0.119545411993118,0.01088728894364
NAGLU,0.144513647874665,0.024968154384999,0.119545493489666,0.000140846682583
COQ4,0.151511466771001,0.03191052766605,0.119600939104951,0.000364464699047
SLC35C2,0.125489450313963,0.005811087430926,0.119678362883038,2.07E-05
LMBR1L,0.174107305287406,0.05432017023018,0.119787135057226,0.001469103309972
PANK3,0.135088407326008,0.015286192188465,0.119802215137543,7.00E-05
DOCK5,0.465560167428974,0.345704968669312,0.119855198759662,0.099149910647024
HDAC5,0.242553204083676,0.122693067993508,0.119860136090168,0.015052887970329
SNX24,0.131864148093745,0.011962377564455,0.11990177052929,4.45E-05
IDI1,0.512119845175906,0.392217017899353,0.119902827276553,0.121457427484814
COPB1,0.180856883933746,0.060821744727841,0.120035139205905,0.001667645774439
SS18L2,0.229552163864895,0.1094992697152,0.120052894149695,0.010030937972551
SACM1L,0.157313002117604,0.037183989086589,0.120129013031014,0.000386526773624
FAR1,0.236880037728468,0.116748139549117,0.120131898179351,0.010874607536524
SLC25A11,0.164850226442497,0.044686212782422,0.120164013660076,0.000863669043078
ERCC5,0.167194030371237,0.047019117108816,0.120174913262421,0.000931410982692
ELOVL5,0.377010788587031,0.256833784022077,0.120177004564954,0.062000930829351
PDK3,0.197522371573665,0.077301446980094,0.120220924593571,0.004155204475373
NCSTN,0.187495667677833,0.067254035111028,0.120241632566805,0.00330828855533
TMOD3,0.364989318086052,0.244708242531803,0.120281075554249,0.057191234116624
FAM136A,0.137134144625724,0.016783755975029,0.120350388650695,6.73E-05
RYR1,0.14388650469572,0.023530341725593,0.120356162970127,0.000141910355523
APOL6,0.154873609360614,0.034482459702884,0.12039114965773,0.000526499898268
RHBDD2,0.200005895420593,0.079611839993452,0.120394055427142,0.004861315748008
TASOR2,0.140580137073898,0.02018607637927,0.120394060694627,0.000101461331101
EMC10,0.171247586037154,0.05082345847199,0.120424127565164,0.000972604647304
NSMF,0.12651576370092,0.006039984417118,0.120475779283802,1.25E-05
ZNF451,0.172063038617224,0.051430151178613,0.120632887438611,0.00104287014736
MMP2,0.126544490115493,0.005904544161273,0.12063994595422,2.00E-05
CYB5A,0.150219542733406,0.02948246696421,0.120737075769196,0.000230930522535
CHMP3,0.466400761629909,0.345614615286947,0.120786146342962,0.094228340286434
GIGYF2,0.177466759407239,0.056677193191468,0.120789566215771,0.001485730514326
TBC1D15,0.212615804628333,0.09180537414436,0.120810430483972,0.007212388088289
HES4,0.147219664021833,0.026353463289359,0.120866200732473,0.000319019814022
LSM12,0.179967122124467,0.059089304714798,0.120877817409668,0.001633930023092
SLC1A2,0.120942060549933,0,0.120942060549933,4.32E-05
RAB34,0.143592115380577,0.022610247854574,0.120981867526003,8.49E-05
QSER1,0.144531360659331,0.023532249805043,0.120999110854288,0.000139635482617
THRAP3,0.380674319530362,0.259595937503247,0.121078382027115,0.057453608137092
